,movie_id,Title,plot
498,2359766,Ainthaam Padai,"watch the full movie, ainthaam padai online, only on eros now. the film is about relationships between two families where hardships and affections are on the competencies.nlnlit centers on five brothers: elder one as the film moves ahead it unravels about enmity with other family where devasena (simran) is a pampered daughter. but gunasekaran is kind enough in breaking the hardships and getting united by arranging nuptials for devasena with his brother karunakaran. however, devasena mistakes prabhakaran to be her bridegroom. when things are unraveled and prabhakaran turns away from devasena's offer of marrying him, she vows to alienate him from his family by marrying karunakaran.nlnlrest of the film is about the hand-in-hand combat between prabhakaran and devasena with each one moving around with their smart plans. badri action  drama  family"
499,6448728,Modhi Vilayadu,"uday, the son of a business tycoon, falls in love with eshwari. in a case of mistaken identity, uday's friend madan gets killed. will uday succeed in avenging his friend's death? saran "
500,9159954,Anthony Yaar?,anthony (shaam) is an orphan who grows up in a church situated in a coastal village near tuticorin. the local priest (rajesh) is his benefactor. anthony is loving and caring towards the local fishermen and their families who are being exploited by the rowdy michael (lal). c.t.pandi 
501,13200642,Sindhanai Sei,"left by his wife, a jobless youngster joins his school-time friends in carrying out small-time robberies and eventually a bank heist destined to bring chaos. r.yuvan action  crime  drama  thriller"
502,9160406,Azhagar Malai,the film is set in a village near madurai. pugazhendi (rk) spends all his time drinking and is ridiculed by everyone. s.p.rajkumar 
503,12193678,Madhavi,"the story of a young woman who is good in singing and wants to become a singer. she is expecting a chance to come under her way, saying that she is struggling as a chorus singer in the film industry due to her financial situation. her dream is to see manohar pass the civil service examination to get out of all her financial troubles. manohar is also jobless and penniless during his preparation for the exams and he completely depends on madhavi's money for his family's sustenance. after a long struggle and preparations, manohar succeeds in his dream clearing the civil service examination finally. post this, madhavi ends up facing only with the trouble. when manohar leaves for his training in different location, manohar's family flung into crisis. his uncle, an opportunist tries to utilize this situation and decides to marry his daughter to manohar. thereby abducting madhavi and plan to kill her. will madhavi escape from this plan? will she get the life she deserves lies the plot with lots of twist and turns. murugas drama"
504,13606784,Ore Manasu,"ore manasu is a comedy tale, movie based on father and son, who gives importance to money and relationship respectively, and the comedy revolution between them. gajan loves his maternal uncle's daughter, but his father makes troublesome plans to stop. hero brought beggars from street and told that they are millionare's from singapore. whether his father's mind changes or not, rest of the story. vishnu drama"
505,2294769,Pokkisham,"in 1970, a marine engineer lenin (cheran) from calcutta comes across a nagore girl nadira (padmapriya). started with friendship, later seeded with love, lenin mails a letter once a month. when lenin came to nagore, he was disappointed and sad as nadira and her family left the place after selling their home. years later, mahesh (aryan rajesh), son of lenin, found his father's hidden life from reading his diary. with help from his friend shamsudeen (ajai.r), he marches his way to find nadira and deliver the letter to her. he comes to know that nadira has shifted to malaysia after marriage. he goes to malaysia to meet her. once he reaches her house, he is greeted by nadira's son who welcomes him to the house. nadira is now very old and asks mahesh as to who he is and how does he know her? he replies saying he is lenin's son and also informs her that his father died few years back. nadira is grief-stricken. mahesh gives her lenin's last few letters which he could not post because he did not have nadira's address. in those letters, lenin has spoken about his journey to find nadira after she and her family shifted from nagore. he describes his pain and grief over not knowing about her situation during those days, and also about his father who coaxed him to marry another girl (played by anupama kumar), who is now his wife and is very understanding. nadira then drops mahesh to the airport and while on the way she request him to let her talk to his mother. nadira and mahesh's mother exchange good notes and then she finally drops him to the airport. while coming back, she is talking to her herself as well as to lenin saying that she showed her anguish and punished her father by denying to marry anyone. she currently lives with her sister and her lovable family and apologises and promises lenin that she will join him soon and never separate. cheran drama"
506,1537032,Kanthaswamy,"a cbi officer moonlights as a modern day robin hood in the guise of the masked kanthaswamy, as he helps fight corruption and aid impoverished people. susiganesan action  adventure  crime"
507,154145,Ninaithale Inikkum,the movie revolves around a music troop who travel to singapore for a performance and how their life takes a turn when they meet their love partner. g.n.r.kumaravelan musical  romance
508,6821494,Madurai Sambavam,"the movie is about aalamaram is dreaded by his enemies in aattuthotti in madurai. he involves in 'katta panchayat' but strives to do his best for the people in the neighborhood. he is adored and respected by everyone there. he is assisted by his son kutty and his son-in-law. there is gomathi, kutty's niece who loves him madly. and there are local mp cutout ganesan and dig, both keen to bump off aalamaram and kutty. enters a woman cop caroline thomas. she assumes all powers and she succeeds in finishing aalamaram. meanwhile, caroline meets kutty and love blossoms between them. eventually a sequence of events leads to an interesting climax. youreka drama  romance"
509,1670635,Eeram,"vasu investigates the suicide of ramya since he's not convinced that she killed herself. the main suspects are her husband and neighbors. as the death toll rises, vasu deals with his own secret past. arivazhagan crime  mystery  thriller"
510,12735356,Solla Solla Inikkum,"sathya (navadeep), son of vijayakumar, completes his degree and spends time with friends guru (abhinay), sathyan (sathyan) among others. life goes uncomplicated until he meets saara (anjali). what starts as friendship develops into love. interestingly, when sathya proposes to saara, she turns it down saying that it was only friendship and nothing more than that. next comes meghna (suja). what starts as love between them ends the same. meghna insists that they part as lovers as it was all time-pass for her. and now, sathya comes across radhika (madhumitha). they become close friends. so is guru with her. when sathya decides to inform radhika his desire to marry her, she throws a bombshell saying that she and guru are in love with each other. however guru takes her for a ride. after utilising her, guru deserts her. steps in sathya, who ensures that both gets married. guru seeks solace with badrinath (prakash raj). a do-gooder and an influential man in the society, he takes sides with guru. sathya goes hammer and tongs and ensures that all ends well. also enters anu (mallika kapoor) in sathya's life. muraliabbas romance"
511,1417299,Unnaipol Oruvan,a retiring police officer remembers a thrilling case of his life which is not recorded in any case files. chakritoleti action  crime  drama  mystery  thriller
512,6423558,Aarumugam,"arumugam (bharath) is a good samaritan who makes a living selling idli's on roadside platform shop along with his father (ilavarasu), sister (saranya mohan) and sidekick (karnas). arumugam is in love with his childhood sweetheart yamini (priyamani) his best friend is the rich kid karthik (satya) whose sister is an arrogant tycoon malini (ramya krishnan). she and her uncle (mahadevan) hates karthik's deep bonding with arumugam, who she finds to be below her stature. malini, through her machinations is able to separate the friends and bring arumugam to the streets. our hero after his mother's (seetha) grave is bulldozed and his sister humiliated, vows to bring malini to the streets. and like you have seen in hundreds of earlier films the hero due to his hard work and smart moves becomes the richest man in the town and takes his revenge. sureshkrishna action"
513,13606622,Suriyan Satta Kalloori,"the film begins with suriyan (kajni) getting into a fight with another cellmate and he then remembers about his past. suriyan was a model law college student and also the chairman of the student council, and everyone liked him in the college. he and the new student mahalakshmi (mithra kurian) fell in love with each other. suriyan initiated a proposal for instituting a national 'best student' award and travels to delhi to submit his proposal to the central government. in the meantime, thiruchelvan (pawan) with the support of a politician joins as a student in the same college. upon his arrival, thiruchelvan eve teased the college girls, humiliated the professors and violated the college rules on purpose. suriyan first tried a soft method to change him but it failed, so suriyan had to use his fists to teach him a lesson. thiruchelvan was admitted to the hospital in a serious condition and his twin brother kalaichelvan (pawan), a local don, decided to take revenge on suriyan. kalaichelvan posed as thiruchelvan entered the college and acted as a good student. the twin brothers then started playing with suriyan and confused everyone, they even created a conflict between suriyan and mahalakshmi. suriyan then found out about their trick. during a fight, suriyan killed the twin brothers in front of mahalakshmi's eyes to save her as she was abducted. in court, suriyan who didn't want to disrespect the law confessed that he had killed them and he was sentenced to the death penalty. back to the present, the government accepts suriyan's 'best student' project and wants to award suriyan of the first award. the film ends with mahalakshmi, the college students, the college principal and the professors mourning the death of suriyan. r.pavan drama"
514,2011326,Thiru Thiru Thuru Thuru,"in order to help their boss from a financial crisis, arjun and archana manage to find a baby for a crucial ad campaign. however, they are shocked when they learn that the baby is an abductee. j.s.nandhini comedy"
515,13606560,Iru Vizhigal,"a cinematic odyssey exploring david bowie's creative and musical journey. from visionary filmmaker brett morgen, and sanctioned by the bowie estate. t.k.madhav drama"
516,13606506,Vedappan,"in a village, vedappan (hemanth kumar) works in a tea stall owned by panneer (venniradai moorthy) and he is also a hardcore fan of cinema actress deepika (apsara). he wants to meet deepika by any means and an aspiring director (crane manohar) promises him to make him a hero. in the meantime, the flower seller kanaka (nikitha) falls in love with vedappan. vedappan then gets a small role in deepika's film. during the shooting, instead of shooting towards deepika with a replica gun, vedappan shoots her with a real gun and deepika is wounded on the shoulder. vedappan then escapes from the shooting spot and deepika is admitted to the hospital. thereafter, the police arrest vedappan and he is forced to tell them the reason for shooting her. in the past, vedappan and his widow father (balu anand) were poor workers who repaired metal vessels while deepika was a poor karakattam dancer who lived with her widow mother (sabitha anand). despite being a street dancer, deepika wanted to be treated with dignity and vedappan was deeply in love with her. deepika and her mother then left the village without notice. afterwards, vedappan came to know that she had become a cinema actress in chennai. one day, vedappan saw deepika's sex tape video and he was flabbergasted by it, so he decided to kill her. the police tell him that the video was morphed and the girl in the video was not deepika thus vedappan realises his mistake and he is released. the film ends with vedappan accepting kanaka's love. aanaivaria.sridhar drama"
517,77760,Jaganmohini,"jaganmohini (jayamalini) commits suicide and becomes a ghost after getting betrayed by a king on the pretext of marriage. later, the king is reborn as raja (narasimha raju) and is married to a pious woman gowri (prabha). mohini, now a ghost, plans to take away raja from this world permanently. can gowri fight against the magical spells of mohini and get her husband back? n.k.viswanathan fantasy"
518,1483820,Aadhavan,"aadhavan, a sharpshooter, is hired by dr reddy to kill magistrate subramaniam, who is set to uncover a list of culprits involved in an organ racket. k.s.ravikumar action  comedy"
519,1613110,Kanden Kadhalai,a chance encounter between two polar-opposite strangers on a train journey ends up changing their lives. r.kannan comedy  romance
520,10127926,Adhe Neram Adhe Idam,"karthik (jai) falls in love with janani (vijayalakshmi). although she is reluctant at first, she later accepts his love. after janani's approval, karthik goes to australia to finish his education. m.prabhu drama  romance"
521,309974,Palaivana Solai,"sekhar, senthil, kumar, vasu and siva are best friends. their life takes a turn when a girl named geetha arrives in their locality. geetha becomes their friend while the five youth fall in love with her. what transpires later forms the crux of the story.—ravicsk-23054 k.s.dayalan drama"
522,13606350,Saa Boo Thiri,"the film revolves around three youngsters: balakrishna (akshay), keerthi (prajin) and pal (arshad khan) who live in the same apartment complex and are good friends. after two years of struggle, balakrishna finally declares his love for tv reporter sherin (pinky) and she spontaneously accepts. keerthi and jo (sara alambara) are a married couple of it professionals; they were madly in love with each other before getting married, but are now barely able to communicate normally thus creating various misunderstandings. pal is a college student who hates women of his age and he is only attracted to aunties. balakrishnan's family forces balakrishnan to see the bride lekha (mithuna) but balakrishnan refuses to marry her because he is in love with sherin. lekha nimbly becomes friends with him and sherin. after a trip to pondicherry, which sherin missed, balakrishnan gets closer to lekha and they eventually fall in love with each other. tired of their marriage, keerthi and jo end up chatting with strangers on the net. pal falls under the spell of the elder woman philomina (ujjayinee roy) while his classmate priya (aksha sudari) is secretly in love with him. lekha then decides to marry a groom chosen by her parents whereas sherin dumps balakrishnan when she learns about their love affair. pal learns that philomina eloped with her boyfriend; he is distraught but when priya reveals her love to him, he promptly accepts her love. lekha, who cannot forget balakrishna, later cancels her marriage and marries her sweetheart balakrishnan at the registrar office in a hurry. keerthi and jo forgive each other and they make up after the misunderstanding. the film ends with three couples living happily. arshadkhan drama"
523,1821281,Vaidehi,"this is the story of a twenty one year old, spirited girl called vaidehi. hailing from a middle class family, vaidehi dreams of having a loving husband, supportive family and a small house to call her own. in a true fairy tale-like fashion, vaidehi's parents receive a marriage proposal from one of the richest families in the country for their only son aryavardhan. although apprehensive about the proposal, vaidehi eventually ties the knot with aryavardhan. however, on her wedding night she realizes that the wedding was a facade and that this isn't the end of her fairy tale but the beginning of a nightmare. finding herself trapped in the marriage, vaidehi's life comes to a standstill. to uncover the secrets that are hidden in her husband's past, geminiraghava drama"
524,13606270,Swetha 5/10 Wellington Road,"the college student swetha (keerthi chawla) lives in a bungalow at 5/10 wellington road. her parents and the security guard are not at home for the day so swetha spends the day swimming in her swimming pool and talking to her boyfriend (krish), a motorbike racer, on phone. after a motorbike race, swetha's boyfriend went drinking at the bar and swetha invites him to her house on phone. swetha then gets a phonecall and gives her home address. the night, a man with a mask (shiv) rings at her doorbell and thinking that he is her boyfriend, she takes him to her bedroom. the man finally takes off his mask and he is not her boyfriend. the intruder tells her that he had listened to their phone conversation in a bar and had stolen her boyfriend's mobile phone. with his phone, he posed as a courier boy and asked her address home. in her bedroom, the intruder blackmails swetha to share her intimate videos on the internet if she doesn't have sex with him. at that moment, the doorbell rings, the intruder quickly ties her up with ropes and puts her in a closet. at the door, it is the pizza deliveryman and swetha manages to escape from the closet. a cat-and-mouse game begins between swetha and the intruder. the intruder finally catches swetha and he beats her up, therefore, swetha falls unconscious. thereafter, swetha's boyfriend arrives at her house and has a fight with the intruder. the two lovers manage to escape and they hide in the terrasse but they then split up. the intruder catches swetha once again and attempts to rape her in her bedroom but she manages to escape. at the swimming pool, the intruder tries to stop swetha and her boyfriend comes to her rescue. the intruder eventually defeats him. the film ends with swetha killing the intruder by stabbing him in the throat. sanjay drama"
525,13606150,Naan Avanillai 2,"annamalai's (jeevan) photograph appears in a newspaper along with an interview of maria (rachana maurya), who claims herself to be a saint propounding a new faith. she describes him as her god, vaali. a mafia-turned-spiritualist, she attributes her transformation to him in the interview. this prompts three women to come calling maria all the way. the three women were cheated by him recently, and they probe maria of annamalai's whereabouts. the three women - sakhi (sruthi marathe), nisha (swetha menon) and an actress named deepa (lakshmi rai) - try to prove to maria that he was a cheat. however, she does not believe them. meanwhile, annamalai suffers bleeding injuries in an accident. mahalakshmi alias mahi (sangeetha), a lankan woman who runs a restaurant, nurses him back to health. on seeing mahi separated from his daughter by her late husband's (krishna) family, he decides to reunite them. he robs money with which he achieves his purpose. meanwhile, the trio tracks down annamalai and confronts him. annamalai goes all the way to a church, where he speaks in his own style and makes the girls believe that he is not the one whom they are searching for and he moves on with his con man job happily. selva drama"
526,13605994,Pinju Manasu,"thulasi (saravanan), an orphan, works as a peon in an engineering college. he and the college professor devi (tharsha), who hails from a rich family, fall in love with each other and they get married secretly. however, their marriage is rejected by devi's father (nizhalgal ravi), a powerful minister, and the two then go live in chennai. six years later, thulasi and devi don't have children thus devi feels depressed about it. thereafter, devi becomes pregnant and gives birth to a baby boy but the doctor tells them that devi's womb was damaged after childbirth and she cannot have another child. the years passed and they are now living happily with their seven-year-old son kannan (master varun). thulasi and devi spoil kannan, therefore, kannan becomes an undisciplined kid. one day, kannan bunks the classes and decides to spend his day outside. his school informs the couple that their kid had not shown up to school. thulasi and devi then desperately search for him. meanwhile, some people take advantage of kannan's innocence: kannan is forced to beg by rowdies and he is even kidnapped by child traffickers. kannan is then adopted by an old couple who have no children (kottai perumal and pasi sathya) and they take care of him. but as the days passed by, the police tell the parents that the chance to find their kid had decreased. in the meantime, the child traffickers kidnap him once again but kannan manages to escape. a wounded and starving kannan enters his house in the middle of the night and starts eating the food he has found in the kitchen. thulasi and devi are awakened by the noise and find their son in a pitiful state. the food eaten by kannan was poisonous, the couple was so devastated after the loss of the child that they decided to commit suicide. the film ends with kannan dying in the lap of his helpless parents. d.jairam drama"
527,6779222,Renigunta,five young boys escape from madurai juvenile jail and go to mumbai and on the way get down at a place called renigunta. what happens to the youngsters there forms the crux of the story. r.panneerselvam action  crime
528,7169860,Kandhakottai,"siva (nakul) is a nice guy who doesn't believe in the concept of love. true to his hatred, he also doesn't hesitate to go and break up love birds. pooja (poorna) on the other hand believes strongly in the force of love and does whatever she can to ensure that lovers get united. the story takes a turn when siva's sister falls in love with pooja's cousin. as expected, siva tries to break the couple while pooja unites them. finally, siva gives up and at the same time, he develops feelings for pooja. what happens from there forms the rest of the story. s.sakthivel action  romance"
529,13605848,Enakkul Oru Kadhal,life changes for 5 carefree college friends when one of them falls in love with a beautiful girl. m.booman drama
530,6767754,Odipolama,"watch the full movie, odipolama, only on eros now. odipolama a 2006 indian tamil film, directed by somavijayaprakash. the film stars parimal, namitha, sandhya, kota srinivasa rao in lead roles. the film had musical score by baamaran. kanmani romance"
531,13600376,Naai Kutty,"in a slum in chennai, naai kutty (selvin), an orphan, is brought up by a cycle rickshaw puller. he spends his time drinking alcohol in the company of his friend maari (soori), and he does not go for any work. malli (nicole) sells flowers in a temple near the slum, and she is in love with naai kutty, while her friend ammu (sippy) treats him like her brother. after the death of his adoptive father, naai kutty decides to ride his cycle rickshaw. naai kutty then comes in contact with prostitutes who uses his rickshaw and he gets paid handsomely for his service. naai kutty starts to carry prostitutes and he eventually buys an auto rickshaw. one day, rowdies try to misbehave with the prostitutes in a brothel, naai kutty beats the rowdies up and saves the prostitutes. impressed by his strength, the kingpin of the flesh trade reddy (jayakumaran) hires naai kutty as his henchman. one day, ammu is sold by her father to reddy, naai kutty clashes with reddy to save her and he quits his job in disgust. later, naai kutty sells his auto rickshaw and buys a van to start a new life. in the meantime, maari, who runs in the councillor election, begs naai kutty to lend him money for the election, but naai kutty refuses because he has run out of money. a vengeful reddy hatches a conspiracy against naai kutty, and he convinces maari to leave malli to him. malli is drugged, and wealthy clients rape an unconscious malli in the brothel. naai kutty then meets reddy, and reddy gives him money to dispose of a body. at the cemetery, a drunk naai kutty discovers the body of malli, and he is in shock. the slum dwellers who come across naai kutty misunderstand the situation and beat naai kutty to death. the film ends with ammu killing maari for betraying naai kutty. sathaji drama"
532,4315658,Pugaippadam,"guru, nandha, bala, krishna, kk and gowri are a group of college friends. shiny becomes a part of their group. krishna and shiny are in love with each other but decide to keep that a secret. rajeshlingam drama"
533,4315542,Thunichal,an obsessed lover sets out to ruin the life of the girl he can't have by creating a plan and going to the extent of committing a murder. majith action
534,1421036,Goa,"the film follows the journey of three young men, ramarajan, vinayagam and saamikannu, who flee from their remote, conservative village to escape their overly strict families and travel to the international tourist-destination goa. venkatprabhu comedy"
535,4315506,Jaggubhai,a veteran cop realizes that he has a daughter in australia from a love affair that he had 20 years before when he had been to australia on a mission. k.s.ravikumar action
536,1503178,Theeradha Vilaiyattu Pillai,"karthik, a carefree management graduate, abstains from taking up a job. one day, he, along with his close friends, decides to conduct a straw poll by dating three women and then choosing the best one. thiru romance"
537,4315998,Rasikkum Seemane,"the film starts with two ten year old boys, nandhu (srikanth) and aravind (aravind akash), arguing heatedly about gayathri (navya nair) and who loves her the most. as the young girl herself remarks, they are all only in seventh standard, and claims she will only fall in love with whoever happens to become a doctor. in the meantime, gayathri's father is transferred elsewhere, while nandhu's father commits suicide after killing his mother. nandhu is taken care of his father's closest friend (r. k. vidyadharan) and as he cannot afford to help the kid become a doctor, he hatches a plan to become a professional blackmailer. a dozen years later and you've got an adult nandhu who is a student and professional blackmailer, now operating under the aegis of his guru and his associate (sathyan). until gayathri re-emerges, but for nandhu's distraught, she has already met aravind who actually has become a doctor. realisation comes to nandhu slowly but when all his plans to stop them falling in love backfire, he decides to take some drastic action, blackmailing her into eloping with him but it never occurs to him to marry her. r.k.vidyadaran thriller"
538,1609168,Vinnaithaandi Varuvaayaa,an aspiring filmmaker goes through the ups and downs of romance when he falls for a christian woman who says she only wants to be friends. gauthamvasudevmenon drama  romance
539,13478544,Kumari Pennin Ulathile,"the film begins with an unconscious and wounded kannan (chandrahassan jayaprakash) at the suryalanka beach being saved by a young woman. in the past, kannan was a twelfth grade student, he lived with his mother lakshmi (babilona) and his stepfather karthikeyan (ajay rathnam) he couldn't stand. kannan fell in love with his collegemate priya (sippy) who was an orphan and also a housemaid. paramasivam (s. kishore), a corrupt police officer and an encounter specialist, formed his own kangaroo court and had a strong link with criminals. he then got transferred to chennai and returned home to his family: his wife sumithra (meera vasudevan) and his little son. paramasivam fell under the spell of the young priya who lived with them. one night, he tried to rape priya in his house but she managed to escape. priya bumped into kannan and kannan brutally wounded paramasivam in his left eye. paramasivam's henchmen then attacked kannan and the lovers got separated. back to the present, kannan finally finds priya in a remote place. without a place to stay and without money, they are accommodated by an old couple (nassar and seetha) who had lost their only daughter many years ago. meanwhile, an enraged paramasivam, who had lost sight in his left eye, tracks them down in a remote forest. paramasivam pushes kannan off a cliff and he forcefully rapes priya. a vengeful priya then plucks out paramasivam's right eye thus killing him. kannan who survived the fall returns to his lover. s.kishore drama"
540,1954877,Thambikku Indha Ooru,"akil, who runs a restaurant in singapore, is taken aback when he learns that his dad is not his biological father. he sets out on a journey to chengalpet to find his biological parents. badri "
541,4316064,Veerasekaran,"a young man from a village comes to chennai to study and achieve success in his life. however, fate has its own plans for him. sathishkumar "
542,4316062,Azhagaana Ponnuthan,"parthiban appears in the very first reel recollecting his travels with a woman whom he had developed an affinity in his teens. a flashback takes one to kodaikanal where karthik (karteesh) falls instantly for a gorgeous woman called jennifer (namitha), who is older to him. she is admired and respected by everyone, especially men. it is all but karthik's wild imagination is the rest. karthik sings duets with jennifer and runs behind her. however in the latter half, he goes into a shell brooding over his love and beloved. twists and turns reveal that jennifer's husband has died in the indo-pak war of 1971. what happens then forms the climax. thiru romance"
543,4316056,Maathi Yosi,"four best friends, pandi, mangaa, kona and maari, live for each other and are vagabonds. they decide to go to chennai after they are forced to leave their village for killing their headman's son. nandhaperiyasamy drama"
544,4316024,Yathumaagi,"anand (sachin) is an advertisement photographer, he comes across annalakshmi (sunaina), who is conservative in her looks. after a few initial encounters, the girl develops love for him.but anand has other plans. the mystery is soon unraveled and is made known that anand hails from a family of doctors. when everyone thinks anand will tie the knot to annalakshmi, the twist occurs in the form of anand accepting an arranged marriage. what transpires between the lead couple forms the rest of the story which ends in an interesting climax. r.balakumar romance"
545,3627030,Kacheri Arambam,"paari, a man with a good heart, goes about doing good deeds to all he meets. hoping to earn better, he moves to chennai. there he falls madly in love with madhi. thiraivannan action  comedy  drama"
546,4316008,Mundhinam Paartheney,"sanjay wants a wife who is educated but traditional. unfortunately, all his attempts to impress the two girls of his choice fail. later, his colleague anu enters his life. magizhthirumeni comedy  romance"
547,13478562,Padagasalai,"melkattapattu and keelkattapattu, two small villages near karaikudi, are in conflict after a clash that happened twenty years ago. the elders of both villages hate each other, whereas the youngsters act like they are enemies but are good friends and want the conflict to end. muthu (satya), pugazh (aravind) and madhumitha (preethi pushpan) who are from different villages study in the same college and are friends, while the politician's son vijay (r. sanjay) adds fuel to the fire in the conflict. thereafter, their college organized a nss camp and the newly joined student abirami (iniya) joins them. during the camp, pugazh falls in love with abirami and he proposes his love, but abirami declines despite having a crush on him. abirami turns out to be the daughter of devaraj and devi. in the past, devaraj and devi, who were from melkattapattu and keelkattapattu, fell in love with each other. most of the villagers supported their love but a few ones tried to stop the marriage. during a kabaddi match, the melkattapattu's team and the keelkattapattu's team had a violent fight and they started to hate each other afterwards. devaraj and devi had no choice but to elope. when muthu and pugazh come to know about abirami's true identity, they decide to fight for marrying her and the villages are in for another split. so the villagers try to solve the problem by arranging a kabaddi match and the winner of the match will marry abirami. vijay doesn't want the villagers to live peacefully so he has a brutal fight with muthu and pugazh, and they beat vijay up. pugazh wins the match and muthu genuinely accepts his defeat. the film ends with the villagers making peace and living in harmony. j.tamil drama"
548,1496832,Paiyaa,"shiva, an engineering graduate, is not serious about his job or future even when his friends advise him about life. he falls in love with a girl he saw at a bus stop and finally gets to ride with her in a car. linguswamy action  adventure  drama  romance"
549,4316116,Sivappu Mazhai,"nandan, a sri lankan young man, kidnaps the minister's daughter, meera. later, he demands the release of a sri lankan national in exchange for the girl. v.krishnamurthy action"
550,13478578,Bayam Ariyaan,"police inspector mithran (kishore) makes money on the side by hiring jobless youngsters in the area. the jobless vinoth (mahesh raja), also known as koni, along with his friends, indulges in criminal activities like extortion and rowdyism to fill the pocket of the corrupt cop mithran. despite his penchant for money, mithran has a soft side: he cherishes his wife ramya (devi kiruba) more than anything. regarding vinoth, he enjoys drinking and spending time in brothels. he is cruel even to his mother saraswathi (saranya ponvannan), whom he beats up, ill-treats, cheats, and robs. vinoth then falls under the spell of the college student nivedha (udhayathara). he woos her in an unusual fashion, and surprisingly, nivedha slowly falls for him too. the youngster pazham (manikandan) is also part of mithran's team. he hates vinoth and can do anything for money. mithran then played a double game: he assigned vinoth with the task of killing the local don bobby (ponnambalam). however, mithran himself warns bobby about it. bobby tries to stab vinoth from behind, but vinoth shoots bobby dead. one day, during a fight with other goons, vinoth throws a glass bottle towards his offender, but it lands on his mother saraswathi. the bottle cuts her throat, and she dies on the spot. distraught by the loss of his mother, vinoth feels remorseful and finally understands the value of his mother. mithran assigned pazham to kill the police commissioner, but he botched the mission, and mithran gives refuge to pazham in his home. pazham, who was sexually aroused by ramya, brutally rapes her and escapes from the place. a vengeful mithran tracks pazham down and kills him. the police are ordered to encounter all the rowdies in the area, including vinoth, and they shot all the rowdies. mithran decides to kill vinoth, but vinoth murders him after a lengthy fight. prathesh drama"
551,4316072,Rettaisuzhi,the story revolves around a couple who fall in love but have to face resistance from their respective families. what starts after that is the couple trying to convince the respective families. thamira drama
552,1650433,Sura,"when samuthira raja, a corrupt politician, tries to seize the villagers' land, sura, a brave and powerful fisherman, sets out to fight against him. s.p.rajkumar action"
553,4316184,Goripalayam,story about the gang of care free friends and their fall due to their character rasumadhuravan drama
554,1835986,Guru Sishyan,"the movie is set in rajapalayam, where guru moorthy, referred as 'kaalu' is a bigwig. a money-lender by profession, guru is a rich and influential man in the town. sakthichidambaram romance"
555,1708483,Irumbukkottai Murattu Singam,a story of mistaken identities in 17th century. chimbudevan drama
556,15340798,Maa,a lady who has been through many ups and downs throughout her life but she is fearless protector who wishes to provide the best life for her child. fathimabeevi drama  family
557,4316178,Kanagavel Kaaka,"while working in a court, kanagavel witnesses many rich people easily evading the law despite being involved in various crimes. soon, he takes the form of a vigilante and punishes the wrongdoers. kavinbala action"
558,1506443,Kola Kolaya Mundhirika,"a wealthy man delegates a trusted subordinate to hide priceless diamonds in a set of chairs before he is murdered by a trio of criminals out to get their hands on the same. twenty years later, the hunt for the chair resurfaces as the trusted subordinate reveals partial information about the treasure to the protagonist, krish. realizing that he needs a little help, krish enlists the help of his thieving rival, veni. the villainous trio, also privy to this information, follow krish and veni as they set out to find the diamonds. a hilarious cat and mouse chase ensues as the main characters follow clues, traveling from city to city, assuming different personalities to find the chair with the diamonds, while being chased by the quirky, nosy police inspector mathrubhootham. with crazy mohan's typical brand of pun-filled humor, director madhumita guarantees a fast-paced, laugh-a-minute ride with kkm.—vijay madhumitha comedy"
559,4316170,Maanja Velu,acp bose and his younger brother velu face dangerous challenges while trying to get their hands on a bunch of criminals who are involved in a number of illegal activities. a.venkatesh action
560,13478954,Kadhalagi,"a group of four youngsters get on a train. they are then scolded by a quick-tempered stranger named ak (prakash raj). he tells the friends that today's young people are immature and good-for-nothing. the friends are about to prove him wrong. nandhini velu nachiyar (srushti dange), reshmi kaur (amrita chhabria), mahesh muthusamy (nadhim khan), mohammed aslam (roshan nawaz), and angelina kristy (nakshatra) were visual communication students and best friends. after the graduation, they had to split up and to go in different directions. then they met the magician thyagu (krishnakumar balasubramanian), and everything changed. thyagu and nandhini were childhood friends and were in love with each other. however, both were from different castes. nandhini's brother-in-law raja rajasekharan (vijay gopal) was a despicable caste fanatic and an influential person. he had hatred towards every caste other than his and wanted his community people to get a high post in the society. thereafter, the six friends formed a group named ""mantra"", performing dance, magic, or songs for advertisement companies. when raja was made aware of nandhini's love, he killed her and swept this issue under the rug. the five friends protested to grant justice for nandhini's death, but the police force stopped the protest and beat up the friends. the five then started a tv show in which they exposed the truth behind nandhini's death. when the four friends reach their destination, ak is shocked to see thyagu and nandhini together. he later reveals that he is actually a cbi officer who was in charge of raja's case and then forces the friends to tell him what happened. the friends reveal that nandhini's death was a sham and they used a fake body to make it look like nandhini. also, raja committed suicide when the police tried to arrest him for a murder he did not commit. while ak is initially unhappy at first, he praises the youngsters for their braveness and hushes up the case, revealing his real name as ananthakrishnan. he then departs as the six friends rejoice in happiness. k.r.vishwaa drama"
561,4316134,Kattradhu Kalavu,"a boy and a girl, who have run away from their respective homes for different reasons, meet and eventually fall in love. on their way, they commit a number of crimes. balajideviprasad action"
562,1655607,Singam,honest police officer durai singam locks horns with big-time extortionist mayil vaaganam. hari action  crime  thriller
563,4316214,Pen Singam,"surya's friend nagendran demands a dowry from his wife mythilli after marriage. when surya learns about this, he tries to help mythilli but is framed for her murder instead. balisrirangam "
